loan_amnt,funded_amnt,funded_amnt_inv,term (months),int_rate (%),installment,grade,sub_grade,emp_length (year),home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,revol_bal,revol_util (%),total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_amnt,funded_ratio,credit_history_age,payment_ratio
5500,5500,5500.0,36.0,9.99,177.45,B,B1,0,MORTGAGE,50000.04,Source Verified,2011-06-01,Fully Paid,credit_card,5.06,0,2005-10-01,0,4,4181,47.5,4,6197.692832,6197.69,5500.0,697.69,2837.86,1.0,5.668493150684932,0.03226363636363636
12000,11550,11475.0,36.0,5.42,348.35,A,A1,2,RENT,36000.0,Source Verified,2011-06-01,Charged Off,major_purchase,11.77,0,2004-08-01,0,9,3639,14.8,12,8707.9,8651.5,7798.14,886.11,348.35,0.9625,6.835616438356165,0.03016017316017316
9000,9000,8950.0,36.0,7.49,279.92,A,A4,5,MORTGAGE,96000.0,Source Verified,2011-06-01,Fully Paid,home_improvement,10.35,0,2000-10-01,0,9,13543,32.1,20,10076.90404,10020.92,9000.0,1076.9,313.22,1.0,10.67123287671233,0.031102222222222226
16000,11975,11975.0,60.0,14.79,283.57,C,C4,4,RENT,200000.0,Source Verified,2011-06-01,Fully Paid,wedding,5.26,0,2000-10-01,1,10,32710,79.0,22,15670.53911,15670.54,11975.0,3695.54,7175.7,0.7484375,10.67123287671233,0.023680167014613777
6000,6000,6000.0,36.0,6.99,185.24,A,A3,5,RENT,46000.0,Not Verified,2011-06-01,Fully Paid,other,29.43,0,2001-02-01,0,17,14442,20.3,35,6487.377534,6487.38,6000.0,487.38,310.14,1.0,10.334246575342465,0.030873333333333336
7500,7500,7475.0,36.0,5.99,228.14,A,A2,1,MORTGAGE,60000.0,Not Verified,2011-06-01,Fully Paid,car,2.6,1,1991-04-01,2,7,5235,10.5,30,7911.195219,7884.82,7500.0,411.2,27.49,1.0,20.18082191780822,0.030418666666666663
15000,15000,15000.0,36.0,10.99,491.01,B,B3,5,RENT,42000.0,Not Verified,2011-06-01,Fully Paid,debt_consolidation,21.31,0,2001-10-01,1,5,8554,64.3,8,17676.34835,17676.35,15000.0,2676.35,513.1,1.0,9.67123287671233,0.032734
35000,22100,22100.0,60.0,17.99,561.08,E,E1,8,MORTGAGE,180000.0,Verified,2011-06-01,Fully Paid,credit_card,12.01,0,1991-09-01,3,17,137143,82.2,49,29889.66884,29889.67,22100.0,7789.67,14759.1,0.6314285714285715,19.76164383561644,0.02538823529411765
6000,6000,6000.0,36.0,9.99,193.58,B,B1,2,RENT,43000.0,Source Verified,2011-06-01,Charged Off,credit_card,22.58,0,1997-08-01,1,17,1337,14.1,20,2926.73,2926.73,2118.84,585.54,193.58,1.0,13.841095890410958,0.03226333333333334
5000,5000,5000.0,36.0,16.49,177.0,D,D3,3,OWN,60000.0,Verified,2011-06-01,Fully Paid,medical,24.5,0,1974-12-01,2,11,35018,98.9,23,6371.867437,6371.87,5000.0,1371.87,187.65,1.0,36.52328767123288,0.0354
9600,9600,9600.0,36.0,9.99,309.72,B,B1,0,MORTGAGE,78000.0,Source Verified,2011-06-01,Fully Paid,medical,6.66,0,2004-03-01,1,8,4548,45.5,20,10485.09356,10485.09,9600.0,885.09,6777.44,1.0,7.254794520547946,0.0322625
6000,6000,6000.0,36.0,5.99,182.51,A,A2,7,MORTGAGE,25800.0,Not Verified,2011-06-01,Fully Paid,debt_consolidation,5.53,0,2000-05-01,1,5,4834,23.0,17,6529.915171,6529.92,6000.0,529.92,1784.92,1.0,11.09041095890411,0.030418333333333332
2500,2500,2500.0,36.0,12.99,84.23,C,C1,5,MORTGAGE,75000.0,Verified,2011-06-01,Fully Paid,debt_consolidation,21.62,1,1997-11-01,2,8,5943,87.4,20,3031.9668,3031.97,2500.0,531.97,88.64,1.0,13.58904109589041,0.033692
25000,25000,24975.0,60.0,10.99,543.44,B,B3,10,MORTGAGE,62695.0,Verified,2011-06-01,Charged Off,debt_consolidation,3.79,0,1978-10-01,0,11,7074,15.5,31,16344.54,16328.25,9163.1,4965.01,33.54,1.0,32.68767123287671,0.021737600000000003
10000,10000,10000.0,36.0,12.99,336.9,C,C1,4,RENT,140000.0,Verified,2011-06-01,Fully Paid,debt_consolidation,11.53,0,2004-06-01,0,9,9994,90.0,15,12128.02193,12128.02,10000.0,2128.02,355.9,1.0,7.002739726027397,0.03369
10000,10000,10000.0,36.0,7.49,311.02,A,A4,2,MORTGAGE,60000.0,Not Verified,2011-06-01,Fully Paid,home_improvement,6.48,0,1991-02-01,1,14,15811,26.2,29,11196.56943,11196.57,10000.0,1196.57,341.93,1.0,20.34246575342466,0.031101999999999998
25000,25000,24950.0,60.0,18.79,645.63,E,E3,0,MORTGAGE,72000.0,Verified,2011-06-01,Fully Paid,home_improvement,9.77,0,1995-09-01,1,6,6119,43.7,26,37759.25,37683.73,25000.0,12759.25,9363.04,1.0,15.758904109589041,0.0258252
4500,4500,4500.0,36.0,5.42,135.72,A,A1,8,MORTGAGE,48000.0,Not Verified,2011-06-01,Fully Paid,car,10.9,0,1984-12-01,0,6,1232,10.0,28,4679.547546,4679.55,4500.0,179.55,3458.9,1.0,26.515068493150686,0.03016
15000,15000,14975.0,36.0,13.49,508.96,C,C2,0,RENT,80000.0,Source Verified,2011-06-01,Fully Paid,small_business,3.44,0,1999-06-01,0,3,2698,79.4,16,15804.45644,15778.12,15000.0,804.46,13774.78,1.0,12.008219178082191,0.033930666666666665
4000,4000,3975.0,36.0,6.99,123.5,A,A3,5,MORTGAGE,60000.0,Verified,2011-06-01,Fully Paid,wedding,11.22,0,1999-01-01,3,10,96,1.0,15,4445.604738,4417.82,4000.0,445.6,130.79,1.0,12.421917808219177,0.030875
6000,6000,6000.0,36.0,6.99,185.24,A,A3,6,RENT,55000.0,Not Verified,2011-06-01,Fully Paid,credit_card,18.14,0,1999-12-01,0,14,7524,24.7,21,6668.446348,6668.45,6000.0,668.45,188.74,1.0,11.506849315068493,0.030873333333333336
3250,3250,3250.0,36.0,7.49,101.09,A,A4,4,RENT,125000.0,Verified,2011-06-01,Fully Paid,other,21.33,0,1985-07-01,0,13,13995,75.2,42,3444.879891,3444.88,3250.0,194.88,2441.6,1.0,25.934246575342467,0.031104615384615387
10000,10000,10000.0,36.0,5.99,304.18,A,A2,10,RENT,59600.0,Not Verified,2011-06-01,Fully Paid,wedding,11.42,0,1999-07-01,3,10,12462,23.7,20,10950.24663,10950.25,10000.0,950.25,306.55,1.0,11.926027397260274,0.030418
8000,8000,8000.0,36.0,9.99,258.1,B,B1,2,MORTGAGE,38000.0,Not Verified,2011-06-01,Fully Paid,major_purchase,7.93,0,2003-09-01,0,11,9891,70.6,40,9291.597478,9291.6,8000.0,1291.6,280.84,1.0,7.7534246575342465,0.0322625
3500,3500,3500.0,36.0,11.49,115.4,B,B4,6,RENT,53000.0,Not Verified,2011-06-01,Fully Paid,other,18.57,1,1999-06-01,2,7,2893,32.1,28,3745.736961,3745.74,3500.0,245.74,2940.54,1.0,12.008219178082191,0.032971428571428575
1000,1000,1000.0,36.0,10.99,32.74,B,B3,3,RENT,26400.0,Not Verified,2011-06-01,Fully Paid,debt_consolidation,22.59,0,1996-08-01,0,4,1895,90.2,6,1178.384723,1178.38,1000.0,178.38,37.55,1.0,14.841095890410958,0.032740000000000005
24000,19900,19875.0,60.0,19.69,523.81,E,E5,10,RENT,78000.0,Verified,2011-06-01,Fully Paid,debt_consolidation,21.72,0,1989-12-01,1,10,19982,97.0,32,26489.70843,26456.43,19900.0,6589.71,14985.9,0.8291666666666667,21.512328767123286,0.026322110552763817
20600,20600,20575.0,60.0,10.59,443.7,B,B2,10,MORTGAGE,95200.0,Verified,2011-06-01,Fully Paid,medical,3.43,0,1981-08-01,0,9,7620,8.7,35,24035.54925,24006.38,20600.0,3435.55,14762.6,1.0,29.852054794520548,0.02153883495145631
8550,8550,8550.0,36.0,11.99,283.95,B,B5,3,RENT,42000.0,Not Verified,2011-06-01,Fully Paid,debt_consolidation,16.71,0,2004-09-01,1,6,4218,47.4,7,10221.83451,10221.83,8550.0,1671.83,285.68,1.0,6.750684931506849,0.033210526315789475
3600,3600,3600.0,36.0,6.99,111.15,A,A3,8,MORTGAGE,44000.0,Not Verified,2011-06-01,Fully Paid,car,9.82,0,1982-11-01,3,12,9128,54.7,21,4001.044263,4001.04,3600.0,401.04,117.62,1.0,28.6,0.030875000000000003
5000,5000,5000.0,36.0,12.99,168.45,C,C1,10,RENT,30000.0,Not Verified,2011-06-01,Charged Off,debt_consolidation,4.0,0,1999-09-01,2,5,1971,24.6,15,1344.56,1344.56,947.87,396.69,168.45,1.0,11.756164383561643,0.03369
2200,2200,2200.0,36.0,16.49,77.88,D,D3,2,RENT,16200.0,Source Verified,2011-06-01,Fully Paid,small_business,7.41,0,2008-05-01,0,8,2185,87.4,9,2423.027074,2423.03,2200.0,223.03,1879.26,1.0,3.084931506849315,0.0354
35000,27750,27750.0,60.0,15.62,669.24,D,D1,7,MORTGAGE,150000.0,Verified,2011-06-01,Fully Paid,debt_consolidation,15.9,0,1998-06-01,4,10,30218,49.7,29,35199.73664,35199.74,27750.0,7449.74,19818.78,0.7928571428571428,13.008219178082191,0.024116756756756758
15000,15000,15000.0,36.0,10.99,491.01,B,B3,2,RENT,35000.0,Source Verified,2011-06-01,Fully Paid,debt_consolidation,14.64,0,2003-09-01,1,9,14309,60.6,19,17649.77392,17649.77,15000.0,2649.77,1959.83,1.0,7.7534246575342465,0.032734
14400,14400,14400.0,60.0,11.99,320.25,B,B5,6,RENT,34800.0,Source Verified,2011-06-01,Charged Off,debt_consolidation,23.9,0,1978-09-01,0,6,23079,66.7,16,4802.57,4802.57,2829.71,1958.59,320.25,1.0,32.76986301369863,0.022239583333333333
2800,2800,2800.0,36.0,8.49,88.38,A,A5,10,MORTGAGE,15204.0,Not Verified,2011-06-01,Charged Off,other,22.65,0,2006-03-01,2,5,7701,29.2,7,1413.44,1413.44,1148.27,254.77,88.38,1.0,5.254794520547946,0.03156428571428571
15850,15850,15800.0,60.0,11.49,348.51,B,B4,2,MORTGAGE,25000.0,Verified,2011-06-01,Fully Paid,other,6.19,0,2005-11-01,0,4,438,29.2,6,20274.53002,20210.57,15850.0,4424.53,6734.52,1.0,5.583561643835616,0.02198801261829653
5200,5200,5200.0,60.0,13.99,120.97,C,C3,10,MORTGAGE,30000.0,Not Verified,2011-06-01,Fully Paid,car,18.56,0,1996-11-01,1,8,2901,45.3,19,6525.442104,6525.44,5200.0,1325.44,3506.57,1.0,14.58904109589041,0.02326346153846154
7200,7200,7200.0,60.0,9.99,152.95,B,B1,6,MORTGAGE,36000.0,Not Verified,2011-06-01,Fully Paid,car,12.83,0,1985-06-01,0,7,7389,58.2,35,8993.219991,8993.22,7200.0,1793.22,61.23,1.0,26.016438356164382,0.021243055555555553
8000,8000,8000.0,60.0,16.49,196.64,D,D3,10,MORTGAGE,70000.0,Source Verified,2011-06-01,Charged Off,debt_consolidation,11.23,0,1984-01-01,2,22,11344,51.6,46,4479.84,4479.84,536.25,638.79,196.64,1.0,27.432876712328767,0.024579999999999998
4000,4000,4000.0,60.0,19.29,104.41,E,E4,2,RENT,22000.0,Source Verified,2011-06-01,Fully Paid,debt_consolidation,3.22,0,2006-01-01,0,3,2238,62.2,6,5919.68,5919.68,4000.0,1919.68,118.85,1.0,5.416438356164384,0.0261025
8000,8000,8000.0,36.0,7.49,248.82,A,A4,10,RENT,70000.0,Source Verified,2011-06-01,Fully Paid,debt_consolidation,5.37,1,1990-11-01,0,15,12845,27.6,38,8777.869183,8777.87,8000.0,777.87,3815.82,1.0,20.594520547945205,0.031102499999999998
28000,23650,23625.0,60.0,19.29,617.28,E,E4,9,MORTGAGE,123000.0,Verified,2011-06-01,Fully Paid,credit_card,18.45,0,1997-10-01,2,14,30690,64.2,35,36496.25013,36457.67,23650.0,12815.39,523.8,0.8446428571428571,13.673972602739726,0.02610063424947146
13800,13800,13800.0,36.0,8.49,435.57,A,A5,2,RENT,79000.0,Not Verified,2011-06-01,Fully Paid,credit_card,14.22,0,1997-09-01,0,9,23137,68.9,15,14375.2021,14375.2,13800.0,575.2,10152.07,1.0,13.756164383561643,0.03156304347826087
10000,10000,10000.0,36.0,10.99,327.34,B,B3,10,RENT,50000.0,Not Verified,2011-06-01,Fully Paid,debt_consolidation,21.86,0,1998-06-01,0,9,18437,63.8,11,11784.23223,11784.23,10000.0,1784.23,359.57,1.0,13.008219178082191,0.032734
7000,7000,7000.0,36.0,6.99,216.11,A,A3,10,MORTGAGE,30000.0,Not Verified,2011-06-01,Fully Paid,credit_card,18.08,1,1999-09-01,0,19,6056,10.9,48,7779.867154,7779.87,7000.0,779.87,222.84,1.0,11.756164383561643,0.030872857142857146
17000,17000,16975.0,60.0,11.99,378.07,B,B5,10,MORTGAGE,44004.0,Verified,2011-06-01,Fully Paid,debt_consolidation,12.03,0,1999-02-01,2,9,24378,43.2,36,21500.83996,21469.22,17000.0,4500.84,4926.82,1.0,12.336986301369864,0.022239411764705883
6400,6400,6400.0,36.0,15.62,223.81,D,D1,0,RENT,38000.0,Source Verified,2011-06-01,Fully Paid,moving,18.13,0,1998-05-01,2,6,20306,92.3,29,7013.889498,7013.89,6400.0,613.89,5452.46,1.0,13.093150684931507,0.0349703125
4800,4800,4800.0,36.0,13.49,162.87,C,C2,5,RENT,105000.0,Verified,2011-06-01,Fully Paid,credit_card,28.95,0,1981-10-01,2,8,103883,98.6,22,5863.15091,5863.15,4800.0,1063.15,180.86,1.0,29.684931506849313,0.03393125
20000,20000,20000.0,36.0,7.49,622.04,A,A4,3,RENT,80000.0,Verified,2011-06-01,Fully Paid,credit_card,15.6,0,1994-11-01,0,6,27119,74.5,23,22371.81674,22371.82,20000.0,2371.82,1093.61,1.0,16.59178082191781,0.031101999999999998
27000,27000,26975.0,60.0,19.29,704.72,E,E4,0,MORTGAGE,115000.0,Verified,2011-06-01,Fully Paid,credit_card,7.17,0,1994-03-01,0,11,9078,55.0,43,29944.51317,29916.79,27000.0,2944.51,15.33,1.0,17.263013698630136,0.02610074074074074
6000,6000,6000.0,36.0,7.49,186.61,A,A4,6,RENT,48000.0,Not Verified,2011-06-01,Charged Off,car,25.85,0,2002-08-01,0,11,4286,27.8,16,1574.77,1574.77,1060.46,241.61,186.61,1.0,8.838356164383562,0.03110166666666667
3400,3400,3400.0,36.0,11.49,112.11,B,B4,7,MORTGAGE,60000.0,Source Verified,2011-06-01,Fully Paid,debt_consolidation,15.3,0,1991-09-01,0,9,9916,55.7,20,4035.628854,4035.63,3400.0,635.63,121.56,1.0,19.76164383561644,0.03297352941176471
3600,3600,3600.0,36.0,11.99,119.56,B,B5,10,RENT,24000.0,Source Verified,2011-06-01,Fully Paid,credit_card,7.95,0,2007-06-01,0,5,4794,69.5,7,4303.915434,4303.92,3600.0,703.92,120.36,1.0,4.002739726027397,0.033211111111111115
7950,7950,7950.0,36.0,10.99,260.24,B,B3,10,RENT,50700.0,Not Verified,2011-06-01,Fully Paid,credit_card,7.55,0,1999-11-01,0,10,9905,84.7,11,9368.434469,9368.43,7950.0,1418.43,290.4,1.0,11.58904109589041,0.032734591194968556
3500,3500,3500.0,36.0,12.99,117.92,C,C1,1,MORTGAGE,60000.0,Verified,2011-06-01,Fully Paid,major_purchase,10.04,0,1997-04-01,0,4,1248,19.8,11,4189.97413,4189.97,3500.0,689.97,1129.29,1.0,14.175342465753424,0.033691428571428574
11650,11650,11650.0,36.0,11.99,386.9,B,B5,10,RENT,40000.0,Not Verified,2011-06-01,Fully Paid,debt_consolidation,18.0,0,1992-06-01,2,5,12160,61.7,15,12205.16101,12205.16,11650.0,555.16,10659.48,1.0,19.01095890410959,0.03321030042918455
3625,3625,3625.0,36.0,10.59,117.98,B,B2,2,RENT,58000.0,Source Verified,2011-06-01,Charged Off,wedding,13.3,0,1998-10-01,0,6,367,30.6,12,390.76,390.76,172.2,63.02,117.98,1.0,12.673972602739726,0.03254620689655172
1825,1825,1825.0,36.0,15.62,63.82,D,D1,2,RENT,14400.0,Verified,2011-06-01,Fully Paid,credit_card,10.33,0,2004-03-01,3,4,4996,76.9,4,2225.500684,2225.5,1825.0,400.5,470.64,1.0,7.254794520547946,0.03496986301369863
4000,4000,4000.0,36.0,7.49,124.41,A,A4,2,RENT,23400.0,Not Verified,2011-06-01,Fully Paid,debt_consolidation,3.33,2,1988-11-01,0,5,3209,15.4,27,4470.953409,4470.95,4000.0,470.95,626.94,1.0,22.594520547945205,0.031102499999999998
6000,6000,6000.0,36.0,14.79,207.38,C,C4,1,RENT,50000.0,Source Verified,2011-06-01,Fully Paid,other,12.17,0,1994-02-01,1,4,7835,93.3,9,7440.543331,7440.54,6000.0,1440.54,1027.55,1.0,17.339726027397262,0.034563333333333335
10875,10875,10875.0,36.0,7.49,338.24,A,A4,7,OWN,51500.0,Source Verified,2011-06-01,Fully Paid,other,13.44,0,2002-07-01,0,9,7260,45.4,15,12176.24496,12176.24,10875.0,1301.24,365.5,1.0,8.923287671232877,0.031102528735632184
21000,21000,20950.0,60.0,13.49,483.1,C,C2,7,MORTGAGE,102000.0,Verified,2011-06-01,Fully Paid,home_improvement,4.96,0,1999-02-01,1,13,3254,4.3,23,28408.51003,28340.87,21000.0,7408.51,7176.95,1.0,12.336986301369864,0.023004761904761906
6000,6000,6000.0,36.0,15.99,210.92,D,D2,2,RENT,30000.0,Source Verified,2011-06-01,Fully Paid,debt_consolidation,12.32,0,2005-10-01,0,9,9400,72.9,12,6589.410921,6589.41,6000.0,589.41,5120.54,1.0,5.668493150684932,0.03515333333333333
12000,12000,12000.0,60.0,23.22,339.81,G,G4,6,MORTGAGE,101004.0,Not Verified,2011-06-01,Fully Paid,debt_consolidation,14.91,0,2000-07-01,1,6,11698,99.1,35,16014.32397,16014.32,12000.0,4014.32,9911.94,1.0,10.923287671232877,0.0283175
3600,3600,3600.0,36.0,15.23,125.21,C,C5,2,RENT,68480.0,Not Verified,2011-06-01,Fully Paid,debt_consolidation,22.25,0,2001-12-01,1,22,10100,68.0,38,4484.585041,4484.59,3600.0,884.59,745.65,1.0,9.504109589041096,0.03478055555555555
6000,6000,6000.0,36.0,5.42,180.96,A,A1,10,MORTGAGE,114000.0,Not Verified,2011-06-01,Fully Paid,other,2.47,0,1993-11-01,0,7,13883,29.7,37,6509.657164,6509.66,6000.0,509.66,726.82,1.0,17.59178082191781,0.030160000000000003
4000,4000,4000.0,36.0,12.99,134.76,C,C1,4,RENT,38400.0,Not Verified,2011-06-01,Fully Paid,other,14.38,1,2004-05-01,2,10,816,30.2,15,4777.592104,4777.59,4000.0,777.59,315.15,1.0,7.087671232876712,0.03369
6000,6000,5975.0,36.0,10.59,195.27,B,B2,0,RENT,19200.0,Not Verified,2011-06-01,Charged Off,debt_consolidation,12.31,0,2000-10-01,1,9,5815,49.7,15,3127.85,3114.83,2263.22,656.51,195.27,1.0,10.67123287671233,0.032545000000000004
6500,6500,6500.0,36.0,8.49,205.16,A,A5,0,RENT,30000.0,Source Verified,2011-06-01,Fully Paid,car,4.68,0,2006-05-01,3,5,3272,21.2,7,7396.405461,7396.41,6500.0,881.41,631.35,1.0,5.087671232876712,0.03156307692307692
7000,7000,7000.0,36.0,7.49,217.72,A,A4,7,RENT,52249.92,Source Verified,2011-06-01,Fully Paid,wedding,15.07,0,2002-07-01,0,7,6240,39.5,13,7538.18127,7538.18,7000.0,538.18,4498.01,1.0,8.923287671232877,0.031102857142857144
2650,2650,2650.0,36.0,7.49,82.42,A,A4,4,OWN,17795.0,Not Verified,2011-06-01,Fully Paid,debt_consolidation,21.11,0,2002-10-01,2,15,1808,15.2,19,2808.919696,2808.92,2650.0,158.92,1989.6,1.0,8.67123287671233,0.03110188679245283
1000,1000,1000.0,36.0,9.99,32.27,B,B1,4,RENT,48000.0,Not Verified,2011-06-01,Fully Paid,moving,8.8,0,2001-04-01,0,9,1127,26.8,23,1161.406369,1161.41,1000.0,161.41,36.02,1.0,10.172602739726027,0.03227
1000,1000,1000.0,36.0,7.49,31.11,A,A4,3,RENT,21000.0,Not Verified,2011-06-01,Fully Paid,small_business,12.11,0,2002-03-01,0,7,1824,30.9,8,1084.818706,1084.82,1000.0,84.82,12.17,1.0,9.257534246575343,0.03111
12000,12000,12000.0,60.0,18.79,309.91,E,E3,10,RENT,40000.0,Source Verified,2011-06-01,Charged Off,debt_consolidation,20.52,0,1995-10-01,1,11,13503,78.3,21,1543.4,1543.4,626.96,916.44,309.91,1.0,15.676712328767124,0.025825833333333336
4000,4000,4000.0,36.0,10.59,130.18,B,B2,0,RENT,45200.0,Verified,2011-06-01,Fully Paid,debt_consolidation,24.5,0,1997-12-01,0,9,5459,65.0,20,4686.462753,4686.46,4000.0,686.46,141.96,1.0,13.506849315068493,0.032545000000000004
5000,5000,5000.0,36.0,5.99,152.09,A,A2,5,MORTGAGE,35256.0,Not Verified,2011-06-01,Fully Paid,home_improvement,29.65,0,1996-12-01,0,11,2251,43.3,21,5025.24,5025.24,5000.0,25.24,5025.6,1.0,14.506849315068493,0.030418
3000,3000,3000.0,36.0,11.49,98.92,B,B4,9,MORTGAGE,54000.0,Source Verified,2011-06-01,Fully Paid,debt_consolidation,14.73,0,2001-09-01,0,6,10835,54.4,20,3560.852953,3560.85,3000.0,560.85,107.64,1.0,9.753424657534246,0.032973333333333334
35000,30525,30500.0,36.0,16.49,1080.57,D,D3,3,MORTGAGE,177632.0,Verified,2011-06-01,Fully Paid,small_business,16.92,0,1997-01-01,0,14,75780,82.4,40,38900.40326,38868.54,30525.0,8375.4,1120.6,0.8721428571428571,14.421917808219177,0.0353995085995086
12000,12000,11975.0,36.0,11.49,395.66,B,B4,4,RENT,75000.0,Verified,2011-06-01,Fully Paid,debt_consolidation,15.33,2,1994-12-01,3,12,4099,61.2,35,14243.54664,14213.87,12000.0,2243.55,412.26,1.0,16.50958904109589,0.03297166666666667
20000,20000,20000.0,36.0,13.49,678.61,C,C2,6,MORTGAGE,93000.0,Source Verified,2011-06-01,Fully Paid,home_improvement,13.86,2,1996-09-01,0,12,2102,42.9,27,24429.91659,24429.92,20000.0,4429.92,713.24,1.0,14.756164383561643,0.0339305
4800,4800,4800.0,36.0,10.99,157.13,B,B3,3,RENT,160800.0,Source Verified,2011-06-01,Fully Paid,car,7.75,0,2000-11-01,0,13,7839,58.1,34,5471.413204,5471.41,4800.0,671.41,2501.99,1.0,10.586301369863014,0.03273541666666666
7200,7200,7200.0,36.0,12.99,242.57,C,C1,4,RENT,62000.0,Not Verified,2011-06-01,Fully Paid,credit_card,9.7,0,1993-05-01,0,5,12366,77.3,13,8732.160314,8732.16,7200.0,1532.16,256.39,1.0,18.095890410958905,0.03369027777777778
4800,4800,4800.0,36.0,8.9,152.42,A,A5,6,MORTGAGE,24600.0,Not Verified,2011-06-01,Charged Off,car,7.85,0,1999-07-01,1,4,877,28.5,21,1977.95,1977.95,1585.3,392.65,152.42,1.0,11.926027397260274,0.03175416666666667
21000,21000,20975.0,36.0,11.63,693.8,B,B3,0,RENT,92000.0,Verified,2011-06-01,Fully Paid,car,9.42,0,2000-12-01,0,14,39,0.1,20,23261.71134,23234.02,21000.0,2261.71,14947.32,1.0,10.504109589041096,0.033038095238095234
24000,16450,16425.0,60.0,18.07,418.35,D,D4,10,RENT,72000.0,Verified,2011-06-01,Charged Off,debt_consolidation,21.08,1,1993-04-01,2,7,19662,80.6,23,2503.26,2499.48,1060.27,1442.99,418.35,0.6854166666666667,18.17808219178082,0.02543161094224924
11200,11200,11200.0,36.0,7.91,350.51,A,A4,3,MORTGAGE,102000.0,Verified,2011-06-01,Fully Paid,debt_consolidation,13.07,0,1997-11-01,1,9,5439,22.7,15,12618.05514,12618.06,11200.0,1418.06,355.81,1.0,13.58904109589041,0.03129553571428571
5975,5975,5975.0,36.0,7.42,185.65,A,A3,8,MORTGAGE,36000.0,Source Verified,2011-06-01,Fully Paid,car,21.53,0,1991-03-01,2,9,30326,46.1,29,6683.006261,6683.01,5975.0,708.01,203.33,1.0,20.265753424657536,0.031071129707112972
5600,5600,5600.0,36.0,11.14,183.71,B,B2,7,RENT,48000.0,Not Verified,2011-06-01,Fully Paid,car,18.8,0,1993-04-01,0,7,10579,69.1,20,6478.380984,6478.38,5600.0,878.38,1716.69,1.0,18.17808219178082,0.03280535714285714
9600,9600,9600.0,60.0,20.2,255.42,E,E3,0,OWN,35004.0,Source Verified,2011-06-01,Charged Off,debt_consolidation,5.52,0,2007-02-01,2,5,5167,68.8,9,9689.08,9689.08,4409.62,4530.08,28.8,1.0,4.331506849315068,0.026606249999999998
4800,4800,4800.0,36.0,12.12,159.71,B,B4,5,RENT,60000.0,Not Verified,2011-06-01,Fully Paid,credit_card,22.08,0,2001-01-01,2,17,7704,67.0,27,5727.598719,5727.6,4800.0,927.6,945.08,1.0,10.419178082191781,0.033272916666666666
12000,12000,12000.0,60.0,19.39,313.87,E,E1,10,RENT,120000.0,Source Verified,2011-06-01,Fully Paid,debt_consolidation,4.78,1,2005-06-01,1,12,5638,59.3,17,17502.31485,17502.31,12000.0,5502.31,6532.24,1.0,6.002739726027397,0.026155833333333333
10000,10000,10000.0,36.0,16.11,352.12,C,C5,4,RENT,42000.0,Not Verified,2011-06-01,Fully Paid,debt_consolidation,22.0,0,2001-11-01,1,11,10842,56.8,18,12676.0385,12676.04,10000.01,2676.03,354.78,1.0,9.586301369863014,0.035212
15975,15975,15975.0,60.0,20.99,432.09,E,E5,8,MORTGAGE,225000.0,Verified,2011-06-01,Charged Off,other,5.71,0,1999-09-01,1,10,10852,80.5,27,22236.31,22236.31,12017.02,9533.08,432.09,1.0,11.756164383561643,0.02704788732394366
1800,1800,1800.0,36.0,17.54,64.66,D,D3,3,RENT,15000.0,Verified,2011-06-01,Fully Paid,small_business,18.32,1,2005-12-01,2,2,58,6.4,4,2235.887451,2235.89,1800.0,435.89,883.12,1.0,5.501369863013698,0.03592222222222222
12000,12000,12000.0,36.0,5.42,361.92,A,A1,7,RENT,91392.0,Not Verified,2011-06-01,Fully Paid,vacation,8.18,0,2006-01-01,1,7,2914,15.9,12,13029.04126,13029.04,12000.0,1029.04,378.78,1.0,5.416438356164384,0.030160000000000003
18000,13250,13250.0,60.0,22.64,370.79,F,F4,2,RENT,60000.0,Not Verified,2011-06-01,Charged Off,debt_consolidation,18.0,0,1989-09-01,3,11,18635,90.0,32,2055.93,2055.93,494.7,981.38,370.79,0.7361111111111112,21.76164383561644,0.02798415094339623
5400,5400,5400.0,36.0,8.9,171.47,A,A5,4,MORTGAGE,65000.0,Not Verified,2011-06-01,Fully Paid,major_purchase,12.55,0,2002-09-01,1,11,5972,32.8,24,6172.810855,6172.81,5400.0,772.81,180.46,1.0,8.753424657534246,0.0317537037037037
2500,2500,2500.0,36.0,13.84,85.25,C,C2,10,RENT,19464.0,Verified,2011-06-01,Charged Off,other,13.87,0,1994-11-01,3,5,792,13.1,20,468.99,468.99,214.05,111.11,85.25,1.0,16.59178082191781,0.0341
5000,5000,5000.0,36.0,8.9,158.77,A,A5,4,RENT,44000.0,Not Verified,2011-06-01,Fully Paid,wedding,21.25,0,2002-09-01,0,7,3193,34.0,12,5715.558066,5715.56,5000.0,715.56,175.42,1.0,8.753424657534246,0.031754000000000004
6000,6000,6000.0,36.0,19.39,221.13,E,E1,0,RENT,36000.0,Source Verified,2011-06-01,Fully Paid,debt_consolidation,5.73,0,2006-11-01,2,3,2949,75.6,8,7865.103394,7865.1,6000.0,1865.1,1678.7,1.0,4.583561643835616,0.036855
